"id.lab","date","SRP","NH4_fia","NO3_fia","NO2_fia","DOC","TOC","DIC","TIC","Cl","SO4","NO3_ic","Al_d","B_d","Ca_d","Fe_d","K_d","Mg_d","Mn_d","Na_d","P_d","S_d","Si_d","lake","campaign.no","depth.pre","depth","true.id","T_C","DO_mgL","EC25_uS","BDOC_mgL","CDOC_mgL","HMWS_mgL","BB_mgL","LMWS_mgL","SUVA_hum","SUVA_lcocd","lab_startend","alpha","pH_YSI","conc.CO2.insitu","conc.CO2.insitu.error","conc.CH4.insitu","conc.CH4.insitu.error","alk_ueqiv","conc.CO2.corrected","julian","anox.age.moddelled"
"gg-1 7m",2020-06-05,8,0.01,0,0,6.7,NA,23,NA,71.51,39.337,0,0.00365,0.042,57.7966666666667,0.01445,11.78,7.491,0.1138,21.645,0.0156333333333333,12.145,0.4496,"gg",1," 7m",7,"gg-1-7",13.027,5.681,525.568,NA,NA,NA,NA,NA,NA,NA,NA,0.29173332954957,7.6,79.0219865052129,4.72715808123862,2.30785218743388,0.273913982890468,0.00179760510658138,76.9560350042519,156,0
"gg-1 7m",2020-06-05,8,0.01,0,0,6.7,NA,23,NA,71.51,39.337,0,0.00365,0.042,57.7966666666667,0.01445,11.78,7.491,0.1138,21.645,0.0156333333333333,12.145,0.4496,"gg",1," 7m",7,"gg-1-7",13.027,5.681,525.568,NA,NA,NA,NA,NA,NA,NA,NA,0.29173332954957,7.6,73.6510454499945,4.04054223311238,2.26248071086119,0.275780435199601,0.00179760510657968,71.5389228601136,156,0
"gg-1 8m",2020-06-05,28,0.07,0,0,6.5,NA,23.6,NA,71.376,39.221,0,0.0042,0.04195,58.28,0.04985,11.875,7.485,0.2258,21.61,0.0358333333333333,12.16,0.832533333333333,"gg",1," 8m",8,"gg-1-8",11.544,1.774,535.83,6.2,6.3,0.81,4.57,0.98,1.6,1.6,NA,0.427889117938074,7.41,109.927755533412,5.88270196757977,2.06773023148852,0.250154447035762,0.00177536431422253,108.337465306731,156,69
"gg-1 8m",2020-06-05,28,0.07,0,0,6.5,NA,23.6,NA,71.376,39.221,0,0.0042,0.04195,58.28,0.04985,11.875,7.485,0.2258,21.61,0.0358333333333333,12.16,0.832533333333333,"gg",1," 8m",8,"gg-1-8",11.544,1.774,535.83,6.2,6.3,0.81,4.57,0.98,1.6,1.6,NA,0.427889117938074,7.41,111.178995978506,5.9990888785136,2.09376288389941,0.260928448520524,0.00177536431422253,109.584848849129,156,69
"gg-1 9m",2020-06-05,38,0.18,0.01,0,6.4,6.5,26.1,NA,71.277,38.617,0,0.0042,0.04135,60.2933333333333,0.17505,11.99,7.5545,0.50065,21.66,0.0557666666666667,11.925,1.58866666666667,"gg",1," 9m",9,"gg-1-9",11.063,0.601,540.598,6.1,6.2,0.6,4.59,1,1.7,1.7,1.015625,0.536524216226512,7.34,217.119484759127,9.75121694171618,4.37926239380727,0.49193702649031,0.00192744521924074,216.037776500042,156,115
"gg-1 9m",2020-06-05,38,0.18,0.01,0,6.4,6.5,26.1,NA,71.277,38.617,0,0.0042,0.04135,60.2933333333333,0.17505,11.99,7.5545,0.50065,21.66,0.0557666666666667,11.925,1.58866666666667,"gg",1," 9m",9,"gg-1-9",11.063,0.601,540.598,6.1,6.2,0.6,4.59,1,1.7,1.7,1.015625,0.536524216226512,7.34,219.47877267686,10.4361445267455,4.44744346353654,0.506521952532454,0.00192744521924,218.400681212216,156,115
"gg-1 9.5m",2020-06-05,39,0.2,0.01,0,6.4,6.4,26.5,NA,71.146,38.448,0,0.00405,0.0413,60.51,0.17735,11.925,7.6055,0.5792,21.57,0.0512333333333333,12.01,1.73366666666667,"gg",1," 9,5m",9.5,"gg-1-9.5",10.646,0.02,652.672,6.1,6.3,0.6,4.7,0.97,1.6,1.7,NA,0.536524216226512,7.55,211.392400688883,9.77697602814141,3.32038090598919,0.368027490703728,0.00204545917053004,210.130759467827,NA,NA
"gg-1 9.5m",2020-06-05,39,0.2,0.01,0,6.4,6.4,26.5,NA,71.146,38.448,0,0.00405,0.0413,60.51,0.17735,11.925,7.6055,0.5792,21.57,0.0512333333333333,12.01,1.73366666666667,"gg",1," 9,5m",9.5,"gg-1-9.5",10.646,0.02,652.672,6.1,6.3,0.6,4.7,0.97,1.6,1.7,NA,0.536524216226512,7.55,206.946634057016,9.7001534332351,3.158394380672,0.365194748571684,0.00204545917053004,205.651709220052,NA,NA
"st-1- 1m",2020-06-08,3,0.0185,0,0,4.8,NA,19.1,NA,14.014,32.731,0,0.0037,0.0109,43.665,8e-04,1.5805,3.142,0.0012,8.5595,0.0122,10.48,0.2434,"st",1,"- 1m",1,"st-1-1",16.953,12.626,279.346,4.7,4.6,0.74,3.1,0.82,1.4,1.5,NA,0.0464447252023449,8.96,-5.16053664486015,1.11601270730092,0.320104999679805,0.0501127659860512,0.00164023454299591,4.10998803484901,NA,NA
"st-1- 1m",2020-06-08,3,0.0185,0,0,4.8,NA,19.1,NA,14.014,32.731,0,0.0037,0.0109,43.665,8e-04,1.5805,3.142,0.0012,8.5595,0.0122,10.48,0.2434,"st",1,"- 1m",1,"st-1-1",16.953,12.626,279.346,4.7,4.6,0.74,3.1,0.82,1.4,1.5,NA,0.0464447252023449,8.96,-5.33282590293106,1.12108299262535,0.31754855504604,0.0527125316367708,0.00164023454285997,4.08709204427984,NA,NA
"st-1- 8.5m",2020-06-08,17.5,0.0125,0,0,4.3,NA,20.1,NA,13.861,32.604,0,0.00355,0.0108,43.765,0.00085,1.5685,3.158,5e-04,8.5505,0.0247,10.44,0.3041,"st",1,"- 8,5m",8.5,"st-1-8.5",11.786,12.361,291.392,4.5,4.4,0.53,3.1,0.86,1.4,1.4,NA,0.0331061078294602,8.54,2.65961748347218,1.32456193850181,0.288210955742128,0.0479446275777063,0.00167980299067663,7.9766218249802,NA,NA
"st-1- 8.5m",2020-06-08,17.5,0.0125,0,0,4.3,NA,20.1,NA,13.861,32.604,0,0.00355,0.0108,43.765,0.00085,1.5685,3.158,5e-04,8.5505,0.0247,10.44,0.3041,"st",1,"- 8,5m",8.5,"st-1-8.5",11.786,12.361,291.392,4.5,4.4,0.53,3.1,0.86,1.4,1.4,NA,0.0331061078294602,8.54,3.6142590702552,1.4350155254357,0.270918580247064,0.044974514533681,0.00167980299066241,8.48718436749003,NA,NA
"st-1- 16m",2020-06-08,36,0.011,0,0,4.2,NA,21.2,NA,13.702,31.992,0,0.007,0.0106,43.89,8e-04,1.5815,3.164,3e-04,8.5545,0.0417666666666667,10.305,0.569266666666667,"st",1,"- 16m",16,"st-1-16",6.296,10.677,303.724,NA,NA,NA,NA,NA,NA,NA,NA,0.027006775981869,7.7,52.123758591496,3.38249566081488,0.0459560604874172,0.0196057591357538,0.00166187046610281,50.5862747108861,159,0
"st-1- 16m",2020-06-08,36,0.011,0,0,4.2,NA,21.2,NA,13.702,31.992,0,0.007,0.0106,43.89,8e-04,1.5815,3.164,3e-04,8.5545,0.0417666666666667,10.305,0.569266666666667,"st",1,"- 16m",16,"st-1-16",6.296,10.677,303.724,NA,NA,NA,NA,NA,NA,NA,NA,0.027006775981869,7.7,51.7214934818739,3.50921740341848,0.0176838365941469,0.0167606222890351,0.00166187046609986,50.1919071798279,159,0
"st-1- 20m",2020-06-08,43,0.024,0,0,4.1,NA,21.6,NA,13.75,32.25,0,0.006,0.01055,44.325,7e-04,1.608,3.162,4e-04,8.5775,0.0494666666666667,10.27,0.607933333333333,"st",1,"- 20m",20,"st-1-20",5.911,8.98,304.895,NA,NA,NA,NA,NA,NA,NA,NA,0.0255087199620106,7.54,94.350288681467,5.34901994090291,0.0147313502082589,0.016764224247445,0.00164693445842994,93.0634686595592,159,0
"st-1- 20m",2020-06-08,43,0.024,0,0,4.1,NA,21.6,NA,13.75,32.25,0,0.006,0.01055,44.325,7e-04,1.608,3.162,4e-04,8.5775,0.0494666666666667,10.27,0.607933333333333,"st",1,"- 20m",20,"st-1-20",5.911,8.98,304.895,NA,NA,NA,NA,NA,NA,NA,NA,0.0255087199620106,7.54,96.0422441697971,5.32142739018079,0.0170506137380902,0.017467188951012,0.00164693445842994,94.7554987380669,159,0
"st-1- 25m",2020-06-08,51,0.0705,0,0,4.3,NA,21.8,NA,13.744,31.739,0,0.007,0.0102,44.3,0.00065,1.6165,3.16,0.00085,8.5555,0.0573666666666667,10.235,0.633733333333333,"st",1,"- 25m",25,"st-1-25",5.778,8.389,305.578,NA,NA,NA,NA,NA,NA,NA,NA,0.0245329584713649,7.43,114.662070795278,6.11877500091887,0.0420337486331481,0.0194845481323471,0.00162131181237986,113.601859289588,159,0
"st-1- 25m",2020-06-08,51,0.0705,0,0,4.3,NA,21.8,NA,13.744,31.739,0,0.007,0.0102,44.3,0.00065,1.6165,3.16,0.00085,8.5555,0.0573666666666667,10.235,0.633733333333333,"st",1,"- 25m",25,"st-1-25",5.778,8.389,305.578,NA,NA,NA,NA,NA,NA,NA,NA,0.0245329584713649,7.43,112.603775956245,6.05903276009469,0.0232985235091633,0.0177581073044715,0.00162131181238057,111.516993179379,159,0
"st-1- 30m",2020-06-08,64,0.144,0,0,4.4,NA,22.4,NA,13.743,32.154,0,0.007,0.0103,44.06,7e-04,1.6055,3.157,0.00465,8.5765,0.0711333333333333,10.325,0.723666666666667,"st",1,"- 30m",30,"st-1-30",5.773,6.707,307.17,4.3,4.1,0.399,2.9,0.795,1.3,1.5,NA,0.0243706156729653,7.32,142.892027598424,7.29872021016991,0.256380264500579,0.0441607381372956,0.00161553009741832,141.949200827391,159,0
"st-1- 30m",2020-06-08,64,0.144,0,0,4.4,NA,22.4,NA,13.743,32.154,0,0.007,0.0103,44.06,7e-04,1.6055,3.157,0.00465,8.5765,0.0711333333333333,10.325,0.723666666666667,"st",1,"- 30m",30,"st-1-30",5.773,6.707,307.17,4.3,4.1,0.399,2.9,0.795,1.3,1.5,NA,0.0243706156729653,7.32,140.380195133198,7.34451043354983,0.219485798106042,0.0393933570237158,0.00161553009742007,139.403463498201,159,0
"st-1- 33m",2020-06-08,75,0.2195,0,0,4.3,NA,22.6,NA,13.775,32.192,0,0.007,0.0103,44.015,0.00125,1.633,3.181,0.02535,8.5285,0.0820333333333333,10.255,0.786666666666667,"st",1,"- 33m",33,"st-1-33",5.77,6.772,307.305,3.978,3.99,0.45,2.9,0.64,1.5,1.6,NA,0.0246439826219392,7.27,159.595810459586,7.70473873678384,1.45438536929593,0.178031211960743,0.00160352961158006,158.741977209016,159,0
"st-1- 33m",2020-06-08,75,0.2195,0,0,4.3,NA,22.6,NA,13.775,32.192,0,0.007,0.0103,44.015,0.00125,1.633,3.181,0.02535,8.5285,0.0820333333333333,10.255,0.786666666666667,"st",1,"- 33m",33,"st-1-33",5.77,6.772,307.305,3.978,3.99,0.45,2.9,0.64,1.5,1.6,NA,0.0246439826219392,7.27,159.409528366094,8.1509120799122,1.36561921604346,0.175685049521327,0.00160352961157906,158.554773458078,159,0
"st-1- 35m",2020-06-08,78,0.2515,0,0,4.1,5.4,22.8,NA,13.602,31.774,0,0.006,0.01,43.885,0.00095,1.5915,3.145,0.0225,8.4945,0.0869333333333333,10.175,0.800966666666667,"st",1,"- 35m",35,"st-1-35",5.77,6.772,307.305,3.92,3.9,0.45,2.9,0.54,1.3,1.6,0.975609756097561,0.0249894562671748,6.7,166.244223823491,8.40472068615772,1.04694693367371,0.134578592421828,0.00115265058627738,165.799348031997,159,0
"st-1- 35m",2020-06-08,78,0.2515,0,0,4.1,5.4,22.8,NA,13.602,31.774,0,0.006,0.01,43.885,0.00095,1.5915,3.145,0.0225,8.4945,0.0869333333333333,10.175,0.800966666666667,"st",1,"- 35m",35,"st-1-35",5.77,6.772,307.305,3.92,3.9,0.45,2.9,0.54,1.3,1.6,0.975609756097561,0.0249894562671748,6.7,163.593258629376,8.24290443796991,0.860010505803591,0.114033646228261,0.00115265058627764,163.13505634732,159,0
"st-1- 36m",2020-06-08,80,0.2605,0,0,4.2,4.8,22.6,NA,13.703,32.077,0,0.0031,0.0099,44.045,0.001,1.6075,3.166,0.0403,8.543,0.0910666666666667,10.185,0.818833333333333,"st",1,"- 36m",36,"st-1-36",5.77,6.772,307.305,3.89,4.1,0.47,2.9,0.66,1.9,1.6,0.928571428571428,0.0252148779123249,6.7,165.830930992067,8.01563653398932,1.08241281013566,0.138380535385444,0.00114253961622221,165.369187251181,159,0
"st-1- 36m",2020-06-08,80,0.2605,0,0,4.2,4.8,22.6,NA,13.703,32.077,0,0.0031,0.0099,44.045,0.001,1.6075,3.166,0.0403,8.543,0.0910666666666667,10.185,0.818833333333333,"st",1,"- 36m",36,"st-1-36",5.77,6.772,307.305,3.89,4.1,0.47,2.9,0.66,1.9,1.6,0.928571428571428,0.0252148779123249,6.7,162.657107082351,7.78496838823005,1.06404114932025,0.137966732157939,0.00114253961622221,162.184918304586,159,0
"fukuNO-1- 1m",2020-06-09,0,0.0305,0,0,15.7,NA,0.4,NA,3.603,0.754,0,0.0439,0.00975,2.1145,0.04225,1.131,0.6728,0.0308,1.9305,0.0113333333333333,0.5072,0.148233333333333,"fukuno",1,"- 1m",1,"fukuno-1-1",17.446,9.753,28.595,16.4,16.8,1.77,12.5,2.5,4.2,3,NA,0.189495133305623,6.16,205.22260566274,9.10497470408562,2.06497012938121,0.246428604087173,1.26322078983683e-05,203.432021025301,160,0
"fukuNO-1- 1m",2020-06-09,0,0.0305,0,0,15.7,NA,0.4,NA,3.603,0.754,0,0.0439,0.00975,2.1145,0.04225,1.131,0.6728,0.0308,1.9305,0.0113333333333333,0.5072,0.148233333333333,"fukuno",1,"- 1m",1,"fukuno-1-1",17.446,9.753,28.595,16.4,16.8,1.77,12.5,2.5,4.2,3,NA,0.189495133305623,6.16,206.057455251294,9.79392279914314,2.00260547896751,0.249741658366549,1.26322078983683e-05,204.271667930223,160,0
"fukuNO-1- 2m",2020-06-09,4,0.011,0,0,15.3,NA,0.7,NA,3.59,0.63,0,0.0465,0.00925,1.952,0.05705,1.127,0.6389,0.06355,1.8145,0.00906666666666667,0.49495,0.296333333333333,"fukuno",1,"- 2m",2,"fukuno-1-2",11.878,10.499,28.9,NA,NA,NA,NA,NA,NA,NA,NA,0.245162367694843,5.34,407.716926482798,16.5494577905133,5.4995172017965,0.613454253669946,4.29810190020553e-06,404.740355696653,160,0
"fukuNO-1- 2m",2020-06-09,4,0.011,0,0,15.3,NA,0.7,NA,3.59,0.63,0,0.0465,0.00925,1.952,0.05705,1.127,0.6389,0.06355,1.8145,0.00906666666666667,0.49495,0.296333333333333,"fukuno",1,"- 2m",2,"fukuno-1-2",11.878,10.499,28.9,NA,NA,NA,NA,NA,NA,NA,NA,0.245162367694843,5.34,395.122027701598,15.2359210820138,5.30063636112035,0.583127384935022,4.29810190020553e-06,392.180052719879,160,0
"fukuNO-1- 3m",2020-06-09,0,0.028,0,0,15.4,18.2,1.8,NA,3.508,0.89,0,0.05015,0.0089,1.6215,0.10545,1.177,0.6556,0.15255,1.8365,0.00646666666666667,0.58065,0.374133333333333,"fukuno",1,"- 3m",3,"fukuno-1-3",7.471,3.636,31.848,14.4,15.1,1.5,11.4,2.2,4.3,3.5,0.954545454545454,0.547766819204145,5.37,441.707393968596,17.9271065227627,9.80346165367963,1.0396965565473,1.05459606532328e-05,439.069066362015,160,0
"fukuNO-1- 3m",2020-06-09,0,0.028,0,0,15.4,18.2,1.8,NA,3.508,0.89,0,0.05015,0.0089,1.6215,0.10545,1.177,0.6556,0.15255,1.8365,0.00646666666666667,0.58065,0.374133333333333,"fukuno",1,"- 3m",3,"fukuno-1-3",7.471,3.636,31.848,14.4,15.1,1.5,11.4,2.2,4.3,3.5,0.954545454545454,0.547766819204145,5.37,444.024559265005,17.7728845583819,9.96004083224788,1.04497502765829,1.05459606532847e-05,441.309214487536,160,0
"fukuNO-1- 3.5m",2020-06-09,0,0.2825,0,0,15.2,18.9,3.3,NA,3.49,0.972,0,0.0522,0.0088,2.0285,0.16185,1.2125,0.6643,0.2061,1.823,0.00806666666666667,0.6345,0.417533333333333,"fukuno",1,"- 3,5m",3.5,"fukuno-1-3.5",6.398,1.143,38.499,15.1,15.3,1.7,11.7,2.1,3.95,3.3,1.00657894736842,0.547766819204145,5.48,406.108565574911,16.4227906274572,3.08874030493158,0.353370318951025,2.37689982205385e-05,404.292048784285,NA,NA
"fukuNO-1- 3.5m",2020-06-09,0,0.2825,0,0,15.2,18.9,3.3,NA,3.49,0.972,0,0.0522,0.0088,2.0285,0.16185,1.2125,0.6643,0.2061,1.823,0.00806666666666667,0.6345,0.417533333333333,"fukuno",1,"- 3,5m",3.5,"fukuno-1-3.5",6.398,1.143,38.499,15.1,15.3,1.7,11.7,2.1,3.95,3.3,1.00657894736842,0.547766819204145,5.48,426.135688547669,16.6572939964724,3.41415673238432,0.396431998120402,2.3768998220633e-05,424.17287138324,NA,NA
"fukuNO-1- 4m",2020-06-09,0,0.501,0,0,15.8,NA,4.2,NA,3.49,0.857,0,0.0531,0.0088,2.2745,0.22065,1.235,0.6673,0.2228,1.8255,0.00886666666666667,0.85665,0.4626,"fukuno",1,"- 4m",4,"fukuno-1-4",5.963,0.391,47.069,NA,NA,NA,NA,NA,NA,NA,NA,2,5.6,510.227077010042,20.1259487296994,32.8230755323971,3.02558979450167,3.84027745388853e-05,508.596587983233,160,98
"fukuNO-1- 4m",2020-06-09,0,0.501,0,0,15.8,NA,4.2,NA,3.49,0.857,0,0.0531,0.0088,2.2745,0.22065,1.235,0.6673,0.2228,1.8255,0.00886666666666667,0.85665,0.4626,"fukuno",1,"- 4m",4,"fukuno-1-4",5.963,0.391,47.069,NA,NA,NA,NA,NA,NA,NA,NA,2,5.6,508.820042453478,20.1461208498153,32.6641095552452,3.2596135833302,3.84027745389391e-05,507.159642806402,160,98
"fukuSW-1- 1m",2020-06-09,7,0.05,0,0.01425,48.3,NA,1.9,NA,4.352,2.261,0,0.32145,0.00905,3.2665,0.5396,0.5061,0.7846,0.1213,2.282,0.0384,1.3905,0,"fukusw",1,"- 1m",1,"fukusw-1-1",15.253,6.405,58.213,41.1,43.5,0,38,4.8,5.11,4.2,NA,0.189495133305623,4.18,15.3578650324453,1.80904515670622,0.0906883504479677,0.0243851732761682,9.48518370610779e-07,15.4028651742971,160,0
"fukuSW-1- 1m",2020-06-09,7,0.05,0,0.01425,48.3,NA,1.9,NA,4.352,2.261,0,0.32145,0.00905,3.2665,0.5396,0.5061,0.7846,0.1213,2.282,0.0384,1.3905,0,"fukusw",1,"- 1m",1,"fukusw-1-1",15.253,6.405,58.213,41.1,43.5,0,38,4.8,5.11,4.2,NA,0.189495133305623,4.18,15.6429553503409,1.88878624117672,0.0753554931437025,0.0228267589570777,9.48518370610004e-07,15.679964683765,160,0
"fukuSW-1- 2m",2020-06-09,15,0.0625,0,0.01245,47.3,NA,3.8,NA,4.261,2.242,0,0.32985,0.00865,3.273,0.6164,0.7321,0.7787,0.1242,2.2285,0.0385333333333333,1.4135,0.464433333333333,"fukusw",1,"- 2m",2,"fukusw-1-2",10.262,0.979,58.025,NA,NA,NA,NA,NA,NA,NA,NA,0.245162367694843,4.14,318.4801923628,13.2815306181823,28.5108902549656,2.77727791924941,1.51398864030395e-06,315.987658832495,160,0
"fukuSW-1- 2m",2020-06-09,15,0.0625,0,0.01245,47.3,NA,3.8,NA,4.261,2.242,0,0.32985,0.00865,3.273,0.6164,0.7321,0.7787,0.1242,2.2285,0.0385333333333333,1.4135,0.464433333333333,"fukusw",1,"- 2m",2,"fukusw-1-2",10.262,0.979,58.025,NA,NA,NA,NA,NA,NA,NA,NA,0.245162367694843,4.14,308.065739822064,13.025042410313,27.1599402135477,2.65535709131937,1.51398864030341e-06,305.612405070086,160,0
"fukuSW-1- 2.5m",2020-06-09,15,0.08,0,0.01515,47.7,50.9,4,NA,4.242,2.19,0,0.33865,0.0083,3.24,0.6687,0.74995,0.7872,0.12675,2.229,0.0377,1.4525,0.544333333333333,"fukusw",1,"- 2,5m",2.5,"fukusw-1-2.5",7.772,0.426,59.168,42.6,44,0,39.3,4.3,4.9,4.2,0.959119496855346,0.245162367694843,4.23,64.0801302004811,3.8353854194541,0.14397027223715,0.0307959527581179,1.83108572844895e-06,63.3223712060016,NA,NA
"fukuSW-1- 2.5m",2020-06-09,15,0.08,0,0.01515,47.7,50.9,4,NA,4.242,2.19,0,0.33865,0.0083,3.24,0.6687,0.74995,0.7872,0.12675,2.229,0.0377,1.4525,0.544333333333333,"fukusw",1,"- 2,5m",2.5,"fukusw-1-2.5",7.772,0.426,59.168,42.6,44,0,39.3,4.3,4.9,4.2,0.959119496855346,0.245162367694843,4.23,64.7245861073773,4.27550116831651,0.156401858991944,0.0320940453886691,1.83108572845346e-06,63.9313811472439,NA,NA
"fukuSW-1- 3m",2020-06-09,19,0.119,0,0.0156,49,44.5,4,NA,4.306,2.009,0,0.3437,0.00845,3.306,0.7287,0.75375,0.7907,0.12845,2.23,0.043,1.538,0.601366666666667,"fukusw",1,"- 3m",3,"fukusw-1-3",6.951,0.354,54.996,42.9,44.5,0,39.2,4.8,4.9,4.1,0.975510204081633,0.547766819204145,4.33,235.873547953119,10.8903851436799,2.23113746712846,0.259895093058471,2.25135152234414e-06,233.928492615873,160,0
"fukuSW-1- 3m",2020-06-09,19,0.119,0,0.0156,49,44.5,4,NA,4.306,2.009,0,0.3437,0.00845,3.306,0.7287,0.75375,0.7907,0.12845,2.23,0.043,1.538,0.601366666666667,"fukusw",1,"- 3m",3,"fukusw-1-3",6.951,0.354,54.996,42.9,44.5,0,39.2,4.8,4.9,4.1,0.975510204081633,0.547766819204145,4.33,237.58150130939,11.1589569409621,2.42337412245701,0.288205302177109,2.25135152234855e-06,235.57575408538,160,0
"fukuSW-1- 4m",2020-06-09,39.5,0.2355,0,0.01605,50.7,NA,5,NA,4.285,0.994,0,0.35545,0.0083,3.4895,0.84105,0.7909,0.8017,0.1313,2.2235,0.066,1.581,0.756466666666667,"fukusw",1,"- 4m",4,"fukusw-1-4",6.094,0.249,52.178,NA,NA,NA,NA,NA,NA,NA,NA,2,4.43,383.517931635349,16.0476497659502,63.5620266992521,5.88263638803174,3.45559332972103e-06,381.052398057016,160,98
"fukuSW-1- 4m",2020-06-09,39.5,0.2355,0,0.01605,50.7,NA,5,NA,4.285,0.994,0,0.35545,0.0083,3.4895,0.84105,0.7909,0.8017,0.1313,2.2235,0.066,1.581,0.756466666666667,"fukusw",1,"- 4m",4,"fukusw-1-4",6.094,0.249,52.178,NA,NA,NA,NA,NA,NA,NA,NA,2,4.43,381.697962813184,16.0644405746469,64.7931799735245,5.90925942028836,3.45559332972598e-06,379.173292386328,160,98
"WS1-1m",2020-07-02,12,0.01,0,0,NA,NA,31,NA,76.128,69.207,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ws",1,"1m",1,"ws-1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166914702261558,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS1-3m",2020-07-02,11,0.01,0,0,NA,NA,NA,NA,75.894,68.746,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ws",1,"3m",3,"ws-1-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133345870414471,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS1-5m",2020-07-02,16,0.01,0,0,NA,NA,NA,NA,75.994,68.838,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ws",1,"5m",5,"ws-1-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121090165986427,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS1-7m",2020-07-02,84,0.02,0,0,NA,NA,NA,NA,75.763,66.52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ws",1,"7m",7,"ws-1-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.120922575771768,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS1-9m",2020-07-02,135,0.02,0,0,NA,NA,37,NA,75.015,65.815,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ws",1,"9m",9,"ws-1-9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132737787580407,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS1-11m",2020-07-02,207,0.53,0.02,0.024,NA,NA,38,NA,73.994,66.382,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ws",1,"11m",11,"ws-1-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165331814386905,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS1-13m",2020-07-02,377,1.15,0,0,NA,NA,40,NA,74.335,63.902,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ws",1,"13m",13,"ws-1-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.262718674806351,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS1-15m",2020-07-02,479,1.48,0.01,0,NA,NA,42,NA,74.27,62.275,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ws",1,"15m",15,"ws-1-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS1-16m",2020-07-02,223,0.51,0,0,NA,NA,NA,NA,75.433,65.126,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ws",1,"16m",16,"ws-1-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PS1-1m",2020-07-02,4,0.03,0,0,NA,NA,36,NA,74.946,66.425,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ps",1,"1m",1,"ps-1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216555719666314,NA,NA,NA,NA,NA,NA,NA,NA,NA
